temperatura,humedad,ruido,clase
29,37,68,-3
22,51,61,-3
28,46,57,-3
22,53,101,-3
23,48,76,-3
21,46,4,-3
28,45,56,-3
28,35,61,-3
21,53,95,-3
21,35,59,-3
26,51,66,-3
25,51,2,-3
21,38,75,-3
25,50,89,-3
23,47,79,-3
28,54,100,-3
29,46,84,-3
27,55,59,-3
28,52,94,-3
21,51,99,-3
29,38,64,-3
27,41,93,-3
25,49,98,-3
25,52,89,-3
24,44,100,-3
29,49,2,-3
24,39,73,-3
27,44,91,-3
23,54,83,-3
21,45,78,-3
24,44,67,-3
28,55,89,-3
25,44,80,-3
22,44,68,-3
27,37,4,-3
22,41,62,-3
23,46,78,-3
23,41,2,-3
21,50,90,-3
28,50,83,-3
26,35,90,-3
22,36,73,-3
21,41,1,-3
26,54,80,-3
24,38,69,-3
23,52,81,-3
28,43,62,-3
21,39,92,-3
27,37,63,-3
28,53,80,-3
27,53,74,-3
24,44,95,-3
25,50,84,-3
27,38,101,-3
24,55,80,-3
27,53,76,-3
25,50,59,-3
28,43,81,-3
29,55,88,-3
26,36,82,-3
22,51,4,-3
22,53,91,-3
28,38,99,-3
24,53,5,-3
27,38,65,-3
23,41,91,-3
22,46,78,-3
23,53,3,-3
22,35,77,-3
28,46,71,-3
22,48,63,-3
24,40,4,-3
26,35,3,-3
26,36,58,-3
29,48,57,-3
25,40,86,-3
29,51,60,-3
23,40,88,-3
27,50,100,-3
26,52,95,-3
28,38,80,-3
22,37,88,-3
21,41,65,-3
26,45,2,-3
21,39,94,-3
26,49,73,-3
28,46,2,-3
29,38,61,-3
25,51,0,-3
28,36,1,-3
27,54,75,-3
29,55,87,-3
29,51,64,-3
28,55,64,-3
25,35,4,-3
25,42,67,-3
27,50,69,-3
28,37,94,-3
28,38,62,-3
26,50,74,-3
24,38,94,-3
28,38,77,-3
21,51,82,-3
24,37,73,-3
25,52,63,-3
23,41,98,-3
27,44,56,-3
28,55,90,-3
22,41,74,-3
21,41,67,-3
24,51,74,-3
21,40,58,-3
22,40,74,-3
27,45,64,-3
27,37,93,-3
29,49,96,-3
26,37,60,-3
28,39,82,-3
21,37,82,-3
22,35,101,-3
26,49,62,-3
28,44,62,-3
24,48,73,-3
26,43,93,-3
29,46,70,-3
27,48,2,-3
28,54,94,-3
23,43,86,-3
25,55,68,-3
21,42,75,-3
21,49,87,-3
23,53,81,-3
21,42,85,-3
26,40,98,-3
26,44,79,-3
23,46,73,-3
27,46,98,-3
28,43,58,-3
25,52,94,-3
28,53,78,-3
21,52,77,-3
21,49,85,-3
21,47,82,-3
28,38,73,-3
24,47,65,-3
29,37,67,-3
24,38,68,-3
24,46,72,-3
21,44,65,-3
21,54,82,-3
22,50,73,-3
28,42,101,-3
23,46,92,-3
24,52,58,-3
28,38,72,-3
22,35,94,-3
28,48,80,-3
29,55,93,-3
24,42,63,-3
22,48,85,-3
28,47,60,-3
24,38,56,-3
23,49,81,-3
24,37,75,-3
23,52,83,-3
26,47,85,-3
23,44,93,-3
25,38,100,-3
28,40,101,-3
22,45,59,-3
26,42,87,-3
27,42,71,-3
28,55,80,-3
26,47,74,-3
21,47,71,-3
24,55,96,-3
22,47,63,-3
29,49,64,-3
29,35,67,-3
25,43,80,-3
29,47,90,-3
21,51,63,-3
29,37,72,-3
26,52,87,-3
27,42,79,-3
28,42,75,-3
23,48,99,-3
29,45,3,-3
29,50,92,-3
21,35,2,-3
29,52,67,-3
27,35,77,-3
27,36,58,-3
24,50,66,-3
25,39,98,-3
24,39,24,+1
29,47,8,+1
22,49,41,+1
24,36,36,+1
23,50,47,+1
23,50,19,+1
25,42,20,+1
23,36,45,+1
24,46,16,+1
24,39,46,+1
25,49,9,+1
24,43,44,+1
22,54,22,+1
24,48,16,+1
28,39,16,+1
29,37,32,+1
22,38,33,+1
28,50,26,+1
25,41,54,+1
23,44,44,+1
28,37,9,+1
25,40,13,+1
29,41,16,+1
26,49,55,+1
24,40,20,+1
25,39,31,+1
28,48,17,+1
27,49,51,+1
28,53,41,+1
21,50,47,+1
22,55,34,+1
22,55,22,+1
21,38,17,+1
24,50,52,+1
27,48,18,+1
23,54,15,+1
26,54,16,+1
24,35,25,+1
24,55,47,+1
26,54,39,+1
23,45,20,+1
24,41,38,+1
28,49,18,+1
26,40,49,+1
25,49,30,+1
23,35,31,+1
26,52,8,+1
27,48,11,+1
28,55,55,+1
21,42,22,+1
21,49,45,+1
22,49,22,+1
26,40,11,+1
22,45,16,+1
27,46,38,+1
24,39,41,+1
21,42,36,+1
28,51,13,+1
26,53,39,+1
29,43,21,+1
28,41,38,+1
22,45,21,+1
25,38,28,+1
28,39,26,+1
21,44,31,+1
25,47,7,+1
26,44,48,+1
23,45,22,+1
23,55,39,+1
29,37,43,+1
29,35,42,+1
22,48,26,+1
29,47,40,+1
24,55,10,+1
27,49,9,+1
26,40,26,+1
29,46,29,+1
28,47,15,+1
26,35,26,+1
21,41,37,+1
27,50,55,+1
28,41,25,+1
28,40,53,+1
26,36,28,+1
27,52,13,+1
21,42,53,+1
25,49,22,+1
24,48,35,+1
24,55,9,+1
21,37,17,+1
26,44,44,+1
23,36,30,+1
21,50,23,+1
26,48,47,+1
27,48,41,+1
26,42,21,+1
23,39,22,+1
23,43,28,+1
21,42,26,+1
24,52,11,+1
25,54,47,+1
28,46,30,+1
29,53,32,+1
25,44,18,+1
25,40,24,+1
21,36,30,+1
23,35,41,+1
24,43,48,+1
24,37,51,+1
27,42,50,+1
21,44,43,+1
25,54,33,+1
24,47,25,+1
22,40,7,+1
24,50,6,+1
28,42,25,+1
29,51,13,+1
29,37,45,+1
24,51,44,+1
27,35,7,+1
28,41,52,+1
21,47,28,+1
25,37,9,+1
22,47,45,+1
23,46,16,+1
25,38,36,+1
28,42,13,+1
24,50,42,+1
28,39,41,+1
21,35,22,+1
23,40,52,+1
25,45,33,+1
29,40,40,+1
24,45,28,+1
24,48,40,+1
23,40,9,+1
24,40,54,+1
28,44,15,+1
25,41,20,+1
27,46,29,+1
28,52,50,+1
26,42,11,+1
24,37,55,+1
26,35,47,+1
21,36,21,+1
21,54,6,+1
22,43,20,+1
29,54,14,+1
29,45,44,+1
24,37,6,+1
25,47,49,+1
25,37,26,+1
24,52,8,+1
24,35,43,+1
29,36,7,+1
26,47,21,+1
26,49,33,+1
24,48,24,+1
25,42,8,+1
23,50,48,+1
24,51,46,+1
28,48,46,+1
25,40,35,+1
29,49,6,+1
23,49,47,+1
21,50,10,+1
23,36,28,+1
28,39,34,+1
25,43,53,+1
29,35,7,+1
26,35,21,+1
21,40,26,+1
28,39,44,+1
23,52,44,+1
26,55,19,+1
28,42,45,+1
26,49,40,+1
23,39,38,+1
26,40,48,+1
26,43,40,+1
23,41,32,+1
29,44,54,+1
21,47,23,+1
24,48,9,+1
23,55,6,+1
26,49,45,+1
23,47,30,+1
23,48,25,+1
27,49,24,+1
26,51,17,+1
23,36,39,+1
22,45,13,+1
21,54,55,+1
27,53,46,+1
22,39,12,+1
27,40,8,+1
29,40,11,+1
24,37,50,+1
29,44,18,+1
22,40,40,+1
26,50,36,+1
22,37,50,+1
23,52,7,+1
26,49,29,+1
29,38,24,+1
22,38,16,+1
27,52,27,+1
26,55,22,+1
24,40,21,+1
26,43,32,+1
21,49,38,+1
23,48,55,+1
22,41,49,+1
26,47,29,+1
28,35,23,+1
27,38,54,+1
25,40,36,+1
24,38,36,+1
25,43,39,+1
26,48,16,+1
21,48,46,+1
27,43,37,+1
29,48,35,+1
23,47,38,+1
29,39,47,+1
27,48,34,+1
27,41,9,+1
22,53,22,+1
26,39,21,+1
26,49,52,+1
25,49,49,+1
21,52,49,+1
26,51,47,+1
26,36,7,+1
24,55,17,+1
21,55,6,+1
25,52,53,+1
21,46,7,+1
25,48,23,+1
23,39,24,+1
24,37,18,+1
24,37,27,+1
25,39,51,+1
22,55,9,+1
27,45,49,+1
29,38,30,+1
25,41,14,+1
26,37,40,+1
27,37,33,+1
27,50,41,+1
22,52,8,+1
21,54,16,+1
29,35,29,+1
26,49,13,+1
27,51,32,+1
23,53,32,+1
26,36,46,+1
28,43,33,+1
29,49,7,+1
22,47,12,+1
29,52,10,+1
25,35,49,+1
25,40,30,+1
24,48,37,+1
28,52,34,+1
21,40,55,+1
29,45,14,+1
28,52,19,+1
26,38,17,+1
21,46,11,+1
21,55,42,+1
23,52,51,+1
23,47,9,+1
27,50,13,+1
22,36,17,+1
26,45,9,+1
28,38,46,+1
28,40,31,+1
27,42,29,+1
27,54,6,+1
23,48,54,+1
29,53,17,+1
27,53,53,+1
27,37,16,+1
26,52,20,+1
21,41,36,+1
27,46,42,+1
27,52,40,+1
29,38,21,+1
21,48,18,+1
28,52,35,+1
27,35,22,+1
22,36,42,+1
24,47,47,+1
23,40,30,+1
25,36,29,+1
21,39,43,+1
25,45,53,+1
26,36,54,+1
24,51,26,+1
28,45,52,+1
28,55,26,+1
29,49,25,+1
21,38,43,+1
27,45,45,+1
29,51,41,+1
22,44,17,+1
23,51,23,+1
27,38,48,+1
29,47,54,+1
24,53,7,+1
28,52,43,+1
27,48,15,+1
27,41,11,+1
22,50,22,+1
21,45,40,+1
22,48,13,+1
27,43,39,+1
29,53,21,+1
27,44,55,+1
25,43,14,+1
28,45,24,+1
21,44,42,+1
23,51,32,+1
29,36,47,+1
25,50,45,+1
26,51,23,+1
23,49,20,+1
25,51,20,+1
26,54,13,+1
29,47,29,+1
24,43,23,+1
22,52,18,+1
29,48,41,+1
22,42,38,+1
29,48,37,+1
26,45,24,+1
28,52,51,+1
27,53,7,+1
25,47,55,+1
27,48,22,+1
22,50,37,+1
28,38,14,+1
29,43,23,+1
29,40,6,+1
23,55,27,+1
27,47,7,+1
28,36,45,+1
28,44,48,+1
24,51,19,+1
26,52,21,+1
24,51,16,+1
25,35,22,+1
27,45,22,+1
24,53,11,+1
28,47,8,+1
26,52,51,+1
25,47,54,+1
23,45,18,+1
22,36,19,+1
25,41,50,+1
21,48,37,+1
24,50,51,+1
24,36,21,+1
21,40,25,+1
28,55,10,+1
24,36,25,+1
27,54,8,+1
25,47,45,+1
25,37,31,+1
21,46,36,+1
23,52,54,+1
28,54,8,+1
25,48,24,+1
22,37,52,+1
29,44,50,+1
29,52,45,+1
27,54,28,+1
28,38,28,+1
24,51,7,+1
25,44,21,+1
23,47,11,+1
21,49,26,+1
24,53,23,+1
22,46,35,+1
24,51,18,+1
25,37,34,+1
21,49,7,+1
22,35,17,+1
21,42,32,+1
29,35,19,+1
24,39,53,+1
23,55,33,+1
22,51,38,+1
29,39,31,+1
29,37,28,+1
25,39,32,+1
27,50,18,+1
29,38,7,+1
23,39,26,+1
27,48,42,+1
25,35,41,+1
29,43,38,+1
22,45,28,+1
27,51,42,+1
27,46,37,+1
28,38,44,+1
21,47,18,+1
22,39,7,+1
23,54,47,+1
26,37,22,+1
28,35,12,+1
22,36,32,+1
26,43,17,+1
22,54,46,+1
29,53,23,+1
27,39,46,+1
26,44,14,+1
22,54,39,+1
21,35,7,+1
24,39,52,+1
29,53,9,+1
26,46,28,+1
24,51,39,+1
24,52,35,+1
25,42,43,+1
27,40,17,+1
25,49,12,+1
28,53,29,+1
26,55,40,+1
27,49,6,+1
21,51,27,+1
21,42,10,+1
23,45,16,+1
27,45,23,+1
27,47,50,+1
25,48,9,+1
25,52,31,+1
22,35,20,+1
28,35,54,+1
26,49,39,+1
24,48,10,+1
29,42,31,+1
28,55,14,+1
24,41,19,+1
29,35,11,+1
25,37,48,+1
23,42,11,+1
28,37,30,+1
21,52,55,+1
25,55,41,+1
25,46,12,+1
22,55,37,+1
22,49,29,+1
21,49,34,+1
25,36,41,+1
28,43,6,+1
26,40,10,+1
28,39,31,+1
27,49,40,+1
23,38,39,+1
22,51,17,+1
28,42,38,+1
21,50,28,+1
27,35,25,+1
21,53,35,+1
24,55,50,+1
23,38,26,+1
22,48,44,+1
28,35,50,+1
27,51,41,+1
25,48,40,+1
26,46,23,+1
27,44,24,+1
23,36,12,+1
25,49,34,+1
28,49,9,+1
26,55,42,+1
28,41,9,+1
21,43,17,+1
22,42,39,+1
27,53,29,+1
23,53,48,+1
29,43,29,+1
28,44,13,+1
28,36,44,+1
27,35,52,+1
22,50,15,+1
28,55,15,+1
26,35,32,+1
28,51,16,+1
29,36,8,+1
22,44,23,+1
24,42,42,+1
23,37,42,+1
27,48,49,+1
26,36,55,+1
27,52,22,+1
29,53,22,+1
29,46,30,+1
24,53,20,+1
26,45,11,+1
21,55,26,+1
27,53,35,+1
26,42,43,+1
23,54,19,+1
28,49,44,+1
26,46,13,+1
24,35,22,+1
25,55,39,+1
26,41,24,+1
27,55,34,+1
27,42,6,+1
22,52,19,+1
23,44,51,+1
22,41,36,+1
23,51,50,+1
23,45,45,+1
27,50,29,+1
26,53,52,+1
21,42,13,+1
22,39,47,+1
24,43,24,+1
27,52,12,+1
24,40,34,+1
24,37,17,+1
28,46,23,+1
24,51,52,+1
21,47,46,+1
22,54,34,+1
26,49,51,+1
27,45,13,+1
21,49,21,+1
23,38,16,+1
24,53,45,+1
22,52,40,+1
29,36,48,+1
24,47,29,+1
23,47,51,+1
26,49,43,+1
28,39,42,+1
25,54,29,+1
24,41,30,+1
21,48,54,+1
28,47,48,+1
26,50,42,+1
29,41,11,+1
28,43,24,+1
27,48,31,+1
21,46,55,+1
25,52,50,+1
22,46,27,+1
29,42,33,+1
25,41,22,+1
23,45,43,+1
29,49,48,+1
21,48,32,+1
25,42,35,+1
27,39,32,+1
21,47,38,+1
24,36,20,+1
21,35,55,+1
23,37,6,+1
27,44,39,+1
21,46,8,+1
21,41,33,+1
21,51,13,+1
25,52,48,+1
21,36,34,+1
23,39,20,+1
23,43,14,+1
21,44,41,+1
29,43,42,+1
26,53,35,+1
23,52,42,+1
21,43,30,+1
26,36,36,+1
23,54,26,+1
21,38,38,+1
22,40,26,+1
26,49,44,+1
27,54,46,+1
25,45,24,+1
23,49,13,+1
24,52,27,+1
23,44,8,+1
22,40,30,+1
21,53,10,+1
26,39,8,+1
21,42,52,+1
24,35,39,+1
23,39,45,+1
25,49,16,+1
27,48,12,+1
22,43,54,+1
22,53,44,+1
21,38,37,+1
23,46,21,+1
22,37,12,+1
29,53,19,+1
26,46,39,+1
23,38,36,+1
28,42,31,+1
26,48,48,+1
23,43,51,+1
24,52,40,+1
29,45,25,+1
25,38,19,+1
27,54,25,+1
29,46,46,+1
22,43,36,+1
22,47,39,+1
29,44,27,+1
22,53,54,+1
21,45,7,+1
24,35,19,+1
27,50,20,+1
28,48,19,+1
28,53,30,+1
22,50,39,+1
24,36,55,+1
27,45,9,+1
24,35,33,+1
26,38,33,+1
22,50,47,+1
24,36,17,+1
25,42,13,+1
25,46,10,+1
26,42,44,+1
28,49,6,+1
23,50,55,+1
24,38,17,+1
27,52,36,+1
27,39,20,+1
26,54,49,+1
22,43,9,+1
25,55,34,+1
22,46,41,+1
25,45,23,+1
22,40,10,+1
29,55,27,+1
28,50,36,+1
26,53,46,+1
25,54,45,+1
29,49,21,+1
23,43,41,+1
28,52,9,+1
26,41,51,+1
24,44,19,+1
21,48,47,+1
27,37,36,+1
26,46,53,+1
28,49,51,+1
24,50,36,+1
23,37,55,+1
26,46,15,+1
21,42,14,+1
28,50,7,+1
24,46,41,+1
25,49,13,+1
25,54,48,+1
26,43,24,+1
24,43,32,+1
27,55,55,+1
26,48,24,+1
22,36,39,+1
24,52,43,+1
27,45,6,+1
24,41,41,+1
29,55,48,+1
27,54,34,+1
27,53,41,+1
25,49,45,+1
23,45,39,+1
22,41,40,+1
23,47,31,+1
22,48,52,+1
28,38,38,+1
21,47,12,+1
23,37,28,+1
21,42,41,+1
25,49,36,+1
24,42,47,+1
24,42,13,+1
23,40,10,+1
23,41,24,+1
27,42,15,+1
22,45,37,+1
28,53,25,+1
25,50,39,+1
25,49,8,+1
21,49,31,+1
28,53,15,+1
26,39,50,+1
29,50,52,+1
27,50,38,+1
28,53,35,+1
24,43,41,+1
27,41,26,+1
24,43,8,+1
24,54,6,+1
25,38,46,+1
29,53,55,+1
22,51,46,+1
23,37,25,+1
27,52,46,+1
25,53,36,+1
26,37,27,+1
27,40,12,+1
26,39,13,+1
24,42,15,+1
27,51,40,+1
21,45,32,+1
28,39,29,+1
29,55,45,+1
21,46,34,+1
24,54,38,+1
22,53,31,+1
24,50,39,+1
21,39,44,+1
29,40,28,+1
26,45,39,+1
27,53,8,+1
26,52,10,+1
21,35,28,+1
24,36,33,+1
28,55,11,+1
28,37,19,+1
27,36,17,+1
26,45,7,+1
28,54,37,+1
23,49,25,+1
24,45,25,+1
24,48,41,+1
25,55,48,+1
22,39,20,+1
23,53,29,+1
29,51,39,+1
28,43,39,+1
24,55,36,+1
26,47,6,+1
23,44,45,+1
21,46,22,+1
29,54,35,+1
21,55,18,+1
26,48,33,+1
29,38,44,+1
21,44,30,+1
23,55,35,+1
28,50,22,+1
27,54,49,+1
21,41,44,+1
27,41,54,+1
25,51,45,+1
23,54,43,+1
28,35,8,+1
21,46,12,+1
22,43,55,+1
23,42,7,+1
25,46,46,+1
28,53,6,+1
22,46,25,+1
27,35,15,+1
22,50,43,+1
29,36,37,+1
22,39,48,+1
24,50,31,+1
25,37,43,+1
24,50,22,+1
27,41,6,+1
29,38,33,+1
24,39,23,+1
28,40,25,+1
29,44,40,+1
25,45,32,+1
21,49,53,+1
28,46,25,+1
29,49,37,+1
29,49,14,+1
26,50,29,+1
26,44,13,+1
23,43,16,+1
23,37,46,+1
22,38,40,+1
28,51,15,+1
22,44,24,+1
24,41,21,+1
29,54,30,+1
24,40,18,+1
27,50,33,+1
25,46,29,+1
27,38,34,+1
21,39,11,+1
27,45,50,+1
26,51,26,+1
21,41,45,+1
29,45,9,+1
27,36,45,+1
27,46,28,+1
28,48,44,+1
29,41,17,+1
21,35,54,+1
26,35,48,+1
21,38,51,+1
21,40,24,+1
28,55,25,+1
26,37,48,+1
28,50,12,+1
29,41,7,+1
26,52,29,+1
24,49,36,+1
24,53,49,+1
25,43,49,+1
25,48,46,+1
25,54,44,+1
23,46,13,+1
28,49,36,+1
21,54,15,+1
26,55,44,+1
25,35,25,+1
29,49,34,+1
21,38,33,+1
24,53,50,+1
27,36,9,+1
26,52,22,+1
27,45,46,+1
22,48,33,+1
28,37,20,+1
28,40,36,+1
25,46,50,+1
21,47,37,+1
28,48,43,+1
28,46,40,+1
24,53,9,+1
24,47,37,+1
25,39,34,+1
25,38,38,+1
25,50,44,+1
25,54,40,+1
29,46,21,+1
29,49,15,+1
21,54,51,+1
25,41,11,+1
26,43,26,+1
27,46,22,+1
28,41,27,+1
29,44,31,+1
28,47,54,+1
21,38,10,+1
29,50,38,+1
23,53,36,+1
22,44,41,+1
24,40,7,+1
24,47,7,+1
29,38,46,+1
28,40,6,+1
26,44,15,+1
23,48,26,+1
24,36,43,+1
26,53,41,+1
23,42,24,+1
21,37,24,+1
25,51,14,+1
21,45,27,+1
24,43,17,+1
24,45,35,+1
26,51,34,+1
25,38,16,+1
28,46,28,+1
22,47,47,+1
22,38,17,+1
24,53,25,+1
22,49,35,+1
27,40,28,+1
21,45,22,+1
28,44,14,+1
25,39,10,+1
29,52,33,+1
27,42,30,+1
26,55,18,+1
26,50,31,+1
23,41,31,+1
29,52,9,+1
26,35,7,+1
27,52,44,+1
28,43,11,+1
25,52,39,+1
26,38,11,+1
21,37,6,+1
21,43,40,+1
21,35,37,+1
22,42,22,+1
23,54,42,+1
26,38,38,+1
27,47,13,+1
23,35,46,+1
23,37,19,+1
23,54,45,+1
21,55,48,+1
21,35,12,+1
28,46,10,+1
23,45,49,+1
23,55,28,+1
28,40,42,+1
26,43,38,+1
28,41,17,+1
25,43,25,+1
22,41,46,+1
23,51,20,+1
24,37,42,+1
28,43,50,+1
26,40,14,+1
26,35,9,+1
22,39,23,+1
29,55,22,+1
24,47,13,+1
23,44,47,+1
26,41,54,+1
26,48,25,+1
21,36,45,+1
21,41,47,+1
24,54,29,+1
25,40,12,+1
23,50,16,+1
28,44,28,+1
26,46,24,+1
27,38,16,+1
22,51,26,+1
26,50,24,+1
21,37,30,+1
25,42,47,+1
29,46,17,+1
23,39,55,+1
27,55,8,+1
28,36,14,+1
24,36,46,+1
26,52,25,+1
22,48,42,+1
23,44,10,+1
22,39,34,+1
26,50,17,+1
29,54,31,+1
22,36,44,+1
24,38,30,+1
22,47,24,+1
24,36,38,+1
24,48,8,+1
28,44,19,+1
28,54,6,+1
25,41,37,+1
22,53,30,+1
28,35,52,+1
28,48,32,+1
24,46,6,+1
26,36,8,+1
23,51,21,+1
23,35,22,+1
28,52,45,+1
25,52,22,+1
27,45,40,+1
25,44,6,+1
27,53,11,+1
29,49,22,+1
23,47,32,+1
29,46,33,+1
21,47,14,+1
23,55,8,+1
27,51,16,+1
23,40,16,+1
27,43,43,+1
22,39,46,+1
23,40,50,+1
28,47,34,+1
23,52,23,+1
22,37,15,+1
22,50,17,+1
23,53,21,+1
22,49,30,+1
25,42,22,+1
24,47,40,+1
27,51,19,+1
25,55,16,+1
28,48,31,+1
28,43,28,+1
21,35,48,+1
26,37,9,+1
24,50,13,+1
22,51,44,+1
24,42,50,+1
23,49,49,+1
29,39,16,+1
27,41,39,+1
28,40,40,+1
27,55,38,+1
25,39,47,+1
25,47,26,+1
25,52,21,+1
25,47,29,+1
21,40,48,+1
24,54,37,+1
27,54,30,+1
27,53,48,+1
29,53,33,+1
22,52,32,+1
21,42,9,+1
23,39,8,+1
25,52,34,+1
29,36,44,+1
24,40,31,+1
25,44,41,+1
22,40,46,+1
29,45,17,+1
29,37,27,+1
29,47,15,+1
26,35,20,+1
22,49,28,+1
26,39,6,+1
24,42,38,+1
26,55,52,+1
22,39,42,+1
27,46,21,+1
27,53,13,+1
22,52,53,+1
29,43,41,+1
29,47,37,+1
25,54,51,+1
26,44,10,+1
25,46,20,+1
27,41,32,+1
21,40,33,+1
27,40,44,+1
22,35,22,+1
28,51,42,+1
23,37,9,+1
26,49,31,+1
29,53,35,+1
28,36,55,+1
28,55,48,+1
23,48,50,+1
26,53,55,+1
25,41,44,+1
29,40,41,+1
23,55,24,+1
28,36,20,+1
23,48,10,+1
21,38,12,+1
27,41,51,+1
24,50,49,+1
27,44,44,+1
25,54,10,+1
21,52,6,+1
24,55,37,+1
25,38,48,+1
27,46,17,+1
24,43,21,+1
21,40,7,+1
28,38,20,+1
26,35,43,+1
28,37,33,+1
29,47,50,+1
29,41,52,+1
21,43,13,+1
25,50,47,+1
21,51,52,+1
29,35,22,+1
28,47,19,+1
24,45,15,+1
27,38,37,+1
22,47,52,+1
21,52,14,+1
23,49,32,+1
29,36,27,+1
22,37,18,+1
26,45,10,+1
27,51,7,+1
24,52,39,+1
22,55,19,+1
24,49,51,+1
28,46,39,+1
26,48,30,+1
28,51,21,+1
25,52,29,+1
24,38,37,+1
25,39,39,+1
25,50,46,+1
29,45,13,+1
28,39,52,+1
25,39,55,+1
22,46,16,+1
21,53,22,+1
27,50,11,+1
21,55,27,+1
23,35,43,+1
22,43,26,+1
23,47,36,+1
26,51,42,+1
28,40,17,+1
25,39,11,+1
28,45,25,+1
23,39,12,+1
27,48,14,+1
27,37,46,+1
29,55,23,+1
24,47,26,+1
24,44,7,+1
29,38,20,+1
26,52,36,+1
25,41,29,+1
23,38,40,+1
27,52,47,+1
28,48,15,+1
21,35,35,+1
22,51,51,+1
25,49,24,+1
26,35,41,+1
25,50,42,+1
24,42,8,+1
27,53,36,+1
29,48,52,+1
24,45,34,+1
21,42,18,+1
25,55,43,+1
24,42,24,+1
26,52,46,+1
22,36,48,+1
25,53,38,+1
28,43,38,+1
28,36,40,+1
26,36,43,+1
26,41,50,+1
23,38,24,+1
21,42,6,+1
27,35,54,+1
25,40,37,+1
22,45,14,+1
28,42,12,+1
24,39,13,+1
25,45,6,+1
29,45,30,+1
26,50,48,+1
29,54,47,+1
25,35,29,+1
21,45,51,+1
29,37,53,+1
23,36,14,+1
27,52,45,+1
26,48,52,+1
21,54,29,+1
29,43,30,+1
29,39,26,+1
22,51,10,+1
23,53,30,+1
21,54,19,+1
29,38,41,+1
21,48,24,+1
22,41,10,+1
24,41,26,+1
28,43,51,+1
24,47,43,+1
27,53,16,+1
28,51,53,+1
27,37,31,+1
23,48,28,+1
28,45,43,+1
24,35,38,+1
26,52,23,+1
27,40,16,+1
25,51,47,+1
26,53,33,+1
27,45,44,+1
25,53,28,+1
29,54,38,+1
27,45,52,+1
28,47,55,+1
26,48,15,+1
21,54,44,+1
26,39,32,+1
27,40,24,+1
24,48,33,+1
29,53,54,+1
29,44,26,+1
24,48,14,+1
22,53,28,+1
22,46,12,+1
28,38,39,+1
25,41,13,+1
28,45,21,+1
23,48,41,+1
29,55,17,+1
29,39,7,+1
28,54,39,+1
26,55,50,+1
26,35,38,+1
29,53,15,+1
26,45,43,+1
24,41,22,+1
23,55,20,+1
24,44,34,+1
22,36,30,+1
29,46,18,+1
27,42,7,+1
22,44,43,+1
22,49,52,+1
23,45,38,+1
23,42,40,+1
26,48,13,+1
25,51,7,+1
25,44,38,+1
24,49,37,+1
22,42,17,+1
26,49,20,+1
25,50,9,+1
21,36,24,+1
29,50,23,+1
27,55,32,+1
24,40,19,+1
27,44,20,+1
22,42,13,+1
27,49,19,+1
21,49,41,+1
22,46,42,+1
24,53,24,+1
28,39,51,+1
24,47,54,+1
29,47,44,+1
23,42,23,+1
28,39,39,+1
22,41,33,+1
26,40,20,+1
26,43,14,+1
28,35,38,+1
28,37,7,+1
21,46,31,+1
22,53,46,+1
29,48,7,+1
25,39,26,+1
28,42,32,+1
28,41,35,+1
26,36,34,+1
27,41,17,+1
23,45,9,+1
27,52,55,+1
28,39,18,+1
28,54,46,+1
23,41,23,+1
26,44,53,+1
28,45,22,+1
23,38,28,+1
27,45,37,+1
25,48,16,+1
21,41,18,+1
26,48,9,+1
24,35,18,+1
22,39,8,+1
29,43,40,+1
24,49,55,+1
22,50,38,+1
21,46,28,+1
23,55,41,+1
22,43,43,+1
27,36,23,+1
28,49,12,+1
29,42,21,+1
27,41,22,+1
27,54,10,+1
23,42,14,+1
26,48,11,+1
28,42,26,+1
29,50,40,+1
28,51,10,+1
25,46,13,+1
24,52,31,+1
25,49,25,+1
26,53,31,+1
27,42,20,+1
26,47,11,+1
23,45,24,+1
26,55,33,+1
22,52,22,+1
22,49,10,+1
26,46,20,+1
26,46,22,+1
21,54,22,+1
23,54,23,+1
23,48,15,+1
24,48,55,+1
23,43,43,+1
24,46,10,+1
29,41,33,+1
24,41,53,+1
24,35,52,+1
28,52,55,+1
21,52,52,+1
23,39,54,+1
21,41,21,+1
21,45,11,+1
25,36,53,+1
24,55,22,+1
26,37,55,+1
28,54,36,+1
24,52,24,+1
27,35,32,+1
24,55,20,+1
24,44,20,+1
28,37,49,+1
29,44,34,+1
29,43,17,+1
25,49,26,+1
29,37,31,+1
23,41,7,+1
27,36,49,+1
29,41,38,+1
28,53,24,+1
29,42,38,+1
29,40,45,+1
23,49,27,+1
26,51,20,+1
29,54,34,+1
29,49,49,+1
24,46,45,+1
21,49,23,+1
29,43,8,+1
27,46,7,+1
27,46,54,+1
28,36,43,+1
26,41,11,+1
26,42,6,+1
21,42,30,+1
22,49,46,+1
29,46,6,+1
23,46,36,+1
29,53,18,+1
24,46,17,+1
25,51,50,+1
25,44,52,+1
28,43,14,+1
23,51,41,+1
23,48,38,+1
28,45,38,+1
21,48,28,+1
26,40,19,+1
25,40,22,+1
26,36,17,+1
24,39,20,+1
24,37,30,+1
29,37,51,+1
28,41,51,+1
21,52,25,+1
27,46,30,+1
27,38,41,+1
23,52,31,+1
24,54,45,+1
28,43,48,+1
22,49,16,+1
25,42,24,+1
29,54,39,+1
29,46,40,+1
29,51,7,+1
